SITE,Z,Date,Zsec,PH,COND,ALK,OP,TFP,TP,CL,NO3,SO4,TN,NH4,SI,Na,Mg,Ca,K,Fe,CHLA,T,DO (mg/l),DO (sat),Zcomp (m)
D,10,12-Sep-12,8.9,7.77,124.4,32.0,1.2,1.9,5.1,14.2,0.005,1.78,0.14,0.01,0.96,8.8,2.29,15.7,0.46,,1.35,21.6,8.6,98%,18
D,10,11-Oct-12,8.1,7.71,122.1,32.5,1.2,2.7,4.8,15.7,0.005,1.87,0.12,0.01,1.18,8.7,2.33,10.5,0.45,,1.74,16.4,9.2,94%,19
D,10,25-Oct-12,8.9,7.68,121.0,31.5,1.1,2.6,4.5,15.2,0.005,1.83,0.10,0.01,1.17,8.6,2.33,10.3,0.45,,2.10,14.2,9.4,92%,20
D,10,8-Nov-12,7.4,7.73,115.9,31.5,1.0,1.6,4.9,15.9,0.005,1.88,0.11,0.01,1.46,8.6,2.34,9.8,0.45,,1.68,11.9,9.4,87%,18
D,10,23-Apr-13,9.1,7.69,124.7,31.0,0.5,2.3,5.1,13.8,0.010,1.62,0.12,0.005,1.10,8.6,2.42,11.0,0.48,,1.51,5.0,12.7,101.4%,19
D,10,7-May-13,9.0,7.70,128.4,32.0,1.3,2.5,6.9,15.0,0.005,1.74,0.14,0.005,1.03,8.7,2.52,9.9,0.49,,1.42,7.8,12.6,107.7%,18
D,10,21-May-13,7.8,7.61,129.4,31.0,1.1,2.6,4.3,14.3,0.005,1.55,0.15,0.01,0.97,8.6,2.45,10.7,0.43,,1.60,10.3,11.2,100.8%,20
D,10,4-Jun-13,8.0,7.71,125.6,31.5,0.5,1.8,4.3,14.7,0.005,1.68,0.14,0.005,1.00,8.7,2.47,10.5,0.44,,1.12,12.2,11.2,105.5%,18
D,10,18-Jun-13,8.4,7.70,118.3,31.0,0.5,0.5,3.0,14.5,0.005,1.68,0.13,0.005,0.95,8.7,2.34,10.5,0.43,,0.84,14.0,10.5,102.9%,19
D,10,16-Jul-13,9.5,7.60,120.0,30.0,0.5,1.3,5.9,14.2,0.005,1.64,0.14,0.01,0.86,8.8,2.35,10.4,0.43,,1.51,15.6,10.4,105.0%,16
D,10,13-Aug-13,8.1,7.68,125.0,32.0,0.5,2.0,3.8,15.5,0.005,1.73,0.14,0.01,0.71,8.8,2.31,10.6,0.43,,0.86,19.1,9.4,101.5%,21
D,10,10-Sep-13,8.1,7.84,128.0,32.0,1.0,2.1,4.1,14.9,0.005,1.70,0.16,0.01,1.04,9.0,2.37,12.7,0.43,,0.95,20.9,8.7,97.1%,20
D,10,9-Oct-13,10.4,7.76,128.7,33.0,1.0,2.7,5.8,15.4,0.005,1.60,0.12,0.01,0.86,8.9,2.27,12.7,0.42,,1.56,17.0,9.2,95.5%,17
D,10,22-Oct-13,7.0,7.55,127.7,31.0,1.1,2.0,6.0,14.8,0.005,1.68,0.14,0.01,0.94,8.6,2.25,12.4,0.42,,1.74,15.5,9.6,96.8%,21
D,10,5-Nov-13,7.9,7.61,127.8,33.0,1.4,2.3,5.2,14.9,0.005,1.79,0.12,0.01,1.06,8.6,2.29,12.5,0.43,,2.08,11.9,10.6,99.2%,16
D,10,19-Nov-13,7.9,7.81,129.3,32.5,0.5,2.7,4.7,14.4,0.005,1.57,0.12,0.01,1.19,8.7,2.27,13.0,0.43,,2.22,9.7,10.9,97.3%,20
F,10,7-Apr-10,7.9,7.66,115.4,29.0,1.7,2.3,4.8,16.2,0.005,2.16,0.13,0.005,1.19,8.6,2.37,10.9,0.53,,2.12,5.2,12.8,102.7%,16
F,10,20-Apr-10,8.1,7.63,113.7,29.0,1.8,2.0,5.3,15.0,0.005,2.00,0.13,0.005,0.99,8.5,2.32,10.7,0.45,,2.24,7.0,12.2,102.3%,16
F,10,4-May-10,8.0,7.65,124.1,30.0,1.6,2.3,5.4,15.8,0.012,1.97,0.15,0.005,1.10,8.7,2.16,10.7,0.46,,2.02,8.2,11.8,101.8%,18
F,10,19-May-10,9.2,7.79,120.9,31.0,0.5,1.8,4.3,16.4,0.005,2.07,0.11,0.005,1.06,8.7,2.48,10.7,0.47,,1.00,11.2,10.7,98.7%,22
F,10,2-Jun-10,9.6,7.67,134.2,31.0,1.3,1.9,5.9,16.5,0.005,1.83,0.10,0.005,1.06,8.8,2.48,10.7,0.49,,0.88,11.8,10.3,96.2%,20
F,10,29-Jun-10,8.5,7.74,134.7,30.0,0.5,2.4,5.5,16.5,0.005,2.04,0.12,0.01,0.75,8.8,2.45,11.4,0.53,,1.62,17.8,8.8,93.2%,21
F,10,27-Jul-10,10.5,7.84,132.0,31.0,0.5,2.5,3.8,16.7,0.005,1.91,0.12,0.005,0.68,8.9,2.48,12.7,0.51,,0.81,20.3,9.9,109.5%,20
F,10,24-Aug-10,9.1,7.72,129.7,30.5,1.0,2.1,5.5,17.1,0.005,1.88,0.14,0.005,0.89,9.2,2.50,11.3,0.50,,1.39,21.6,8.6,97.2%,19
F,10,21-Sep-10,10.8,7.69,130.0,31.0,0.5,1.3,3.8,17.0,0.005,1.99,0.11,0.005,0.91,8.8,2.66,11.3,0.50,,0.99,18.6,9.2,98.4%,18
F,10,5-Oct-10,6.7,7.65,124.5,32.0,0.5,1.8,4.0,16.7,0.005,1.88,0.14,0.005,0.93,9.0,2.57,11.2,0.43,,1.51,16.8,9.3,96.3%,21
F,10,19-Oct-10,8.6,7.48,124.9,31.0,0.5,2.1,5.0,17.1,0.005,1.90,0.12,0.01,0.98,9.1,2.58,11.1,0.43,,1.48,14.3,10.0,98.4%,18
F,10,2-Nov-10,8.8,7.42,128.3,30.5,1.0,2.5,5.6,17.6,0.005,1.98,0.11,0.01,1.19,9.3,2.61,10.8,0.44,,2.37,12.1,10.6,99.7%,18
F,10,16-Nov-10,9.1,7.40,112.7,33.0,1.0,2.2,5.8,16.6,0.005,2.09,0.12,0.01,1.09,9.3,2.61,11.5,0.44,,3.17,9.8,11.1,99.3%,21
F,10,27-Apr-11,8.2,7.54,118.4,28.0,1.9,3.7,6.7,15.7,0.005,1.98,0.13,0.005,1.17,8.7,2.28,11.4,0.46,,2.32,5.1,12.7,101.7%,18
F,10,10-May-11,7.3,7.57,122.4,28.0,2.0,2.9,5.5,15.2,0.005,1.99,0.11,0.005,1.17,8.5,2.27,11.3,0.47,,2.92,7.3,11.9,100.5%,16
F,10,25-May-11,7.4,7.55,123.7,28.0,1.3,2.7,5.9,15.5,0.005,1.93,0.13,0.005,1.15,8.7,2.45,11.5,0.47,,2.34,10.5,11.5,104.5%,18
F,10,7-Jun-11,8.1,7.79,123.7,28.0,1.3,2.9,5.6,15.5,0.005,1.92,0.13,0.005,1.10,8.7,2.46,11.1,0.47,,1.88,12.6,11.0,104.5%,17
F,10,21-Jun-11,9.3,7.64,129.1,30.0,1.2,2.4,5.2,15.6,0.005,1.91,0.14,0.005,0.87,9.0,2.40,11.7,0.45,,1.53,15.4,10.5,105.6%,17
F,10,19-Jul-11,8.7,7.63,126.6,29.0,0.5,3.2,4.1,16.0,0.005,2.00,0.13,0.01,0.50,9.4,2.42,13.7,0.46,,1.34,18.5,10.4,111.1%,18
F,10,18-Aug-11,10.0,7.63,129.0,30.5,1.0,2.0,3.8,15.0,0.005,1.84,0.14,0.01,0.47,8.9,2.33,11.6,0.43,,1.05,18.4,9.7,103.4%,18
F,10,13-Sep-11,8.1,7.60,130.2,29.0,1.0,2.1,4.0,15.9,0.005,1.81,0.12,0.01,0.57,8.7,2.27,11.2,0.43,,1.59,20.0,8.7,95.5%,16
F,10,11-Oct-11,7.8,7.42,126.5,30.5,1.2,2.2,5.2,16.0,0.005,1.81,0.10,0.01,0.79,8.8,2.29,10.5,0.48,,1.73,16.9,9.2,95.3%,15
F,10,25-Oct-11,7.8,7.59,126.7,29.0,0.5,2.3,5.7,15.6,0.005,1.76,0.13,0.01,0.96,8.7,2.34,10.9,0.49,,2.57,14.7,9.8,97.2%,16
F,10,9-Nov-11,8.6,7.70,121.4,30.0,1.3,2.7,7.0,15.9,0.005,1.79,0.13,0.01,1.00,8.7,2.34,10.8,0.49,,2.64,11.9,10.5,98.3%,14
F,10,10-Apr-12,8.6,7.77,120.4,30.0,1.2,2.8,6.2,15.8,0.005,1.84,0.12,0.005,0.97,9.3,2.25,10.6,0.44,,1.89,5.7,12.4,99%,22
F,10,24-Apr-12,8.4,7.46,121.3,30.0,1.4,2.7,5.2,16.1,0.005,1.83,0.11,0.005,1.03,9.1,2.24,10.5,0.44,,2.39,7.5,11.5,96%,19
F,10,9-May-12,9.5,7.78,120.5,29.5,0.5,2.8,5.9,15.8,0.012,1.85,0.12,0.005,1.06,8.8,2.20,10.8,0.54,,1.50,9.1,11.3,98%,20
F,10,22-May-12,11.3,7.55,118.8,29.5,1.3,2.5,6.2,16.0,0.005,1.82,0.14,0.005,0.99,9.4,2.24,10.1,0.44,,1.20,11.2,11.0,100%,22
F,10,6-Jun-12,10.6,7.60,123.3,29.0,0.5,2.1,3.8,15.7,0.005,1.79,0.11,0.005,0.92,8.3,2.22,10.3,0.46,,1.40,13.8,10.4,100%,19
F,10,20-Jun-12,8.9,7.68,119.9,30.5,0.5,1.5,4.0,15.4,0.005,1.96,0.13,0.01,0.93,8.7,2.19,10.4,0.44,,1.43,15.3,10.6,106%,20
F,10,17-Jul-12,9.8,7.48,123.0,29.5,0.5,1.8,3.8,15.2,0.005,1.86,0.14,0.01,0.90,8.6,2.31,10.7,0.46,,1.35,19.1,10.3,111%,21
F,10,13-Aug-12,8.8,7.76,122.1,32.0,0.5,2.6,4.2,16.1,0.005,1.88,0.16,0.01,0.89,8.6,2.31,10.6,0.47,,1.07,21.9,9.2,105%,20
F,10,11-Sep-12,8.6,7.63,120.1,30.5,1.5,2.1,4.6,14.9,0.005,1.90,0.13,0.01,1.04,8.7,2.31,10.4,0.46,0.025,1.39,21.8,8.5,97%,18
F,10,9-Oct-12,9.6,7.90,123.4,32.0,1.2,2.1,4.5,13.9,0.005,1.79,0.14,0.01,1.13,8.6,2.31,10.8,0.45,,1.18,16.9,9.1,94%,21
F,10,23-Oct-12,8.5,7.88,120.9,32.0,1.0,1.9,5.4,13.5,0.005,1.81,0.09,0.01,1.19,8.5,2.30,10.2,0.46,,1.44,14.3,9.4,92%,17
F,10,6-Nov-12,8.3,7.77,118.0,31.0,1.6,2.4,5.4,16.2,0.005,1.92,0.13,0.01,1.36,8.5,2.34,10.0,0.46,,1.73,12.4,9.6,90%,16
F,10,24-Apr-13,8.4,7.65,122.3,30.0,0.5,2.1,4.7,14.0,0.005,1.72,0.10,0.005,1.09,8.2,2.36,10.4,0.48,,1.95,5.6,13.0,105.4%,18
F,10,8-May-13,8.9,7.73,123.5,32.0,1.2,1.7,4.2,14.1,0.005,1.70,0.15,0.005,1.11,8.4,2.49,10.3,0.49,,1.36,6.7,13.1,109.0%,19
F,10,22-May-13,8.2,7.25,126.7,30.0,1.2,1.6,4.9,14.4,0.005,1.72,0.14,0.01,1.02,8.4,2.48,10.6,0.43,,1.26,11.0,10.9,99.6%,22
F,10,3-Jun-13,9.0,7.56,121.6,32.0,1.3,1.6,3.9,14.8,0.005,1.68,0.13,0.005,1.02,8.5,2.45,10.4,0.44,,0.96,12.1,11.1,104.4%,20
F,10,19-Jun-13,11.2,7.58,114.0,31.0,0.5,1.2,3.0,14.4,0.005,1.63,0.12,0.005,0.95,8.5,2.33,10.3,0.42,,0.77,14.3,10.5,103.3%,20
F,10,17-Jul-13,8.8,7.68,121.7,30.5,0.5,1.3,5.0,14.2,0.005,1.67,0.13,0.01,0.93,8.6,2.33,10.6,0.42,,1.54,17.4,10.4,108.8%,17
F,10,14-Aug-13,9.0,7.41,119.9,30.0,0.5,2.2,5.3,15.4,0.005,1.75,0.16,0.01,0.71,8.7,2.33,10.3,0.42,,1.16,17.9,9.7,102.4%,18
F,10,11-Sep-13,8.5,7.71,127.1,31.5,0.5,2.1,4.0,15.0,0.005,1.73,0.13,0.01,1.02,8.9,2.37,11.9,0.42,,1.08,20.8,8.7,96.9%,17
F,10,10-Oct-13,9.1,7.64,127.7,32.0,0.5,2.3,4.3,15.0,0.005,1.35,0.12,0.01,1.34,8.8,2.30,12.4,0.42,,1.19,16.7,9.3,96.0%,19
F,10,24-Oct-13,8.0,7.52,126.3,31.0,1.2,2.4,6.0,14.6,0.005,1.71,0.15,0.01,0.96,8.4,2.27,12.4,0.42,,1.83,14.7,9.6,95.2%,16
F,10,6-Nov-13,8.8,7.57,126.2,32.0,1.0,2.4,5.1,14.8,0.014,1.79,0.12,0.01,1.06,8.5,2.28,12.2,0.43,,2.03,11.6,11.0,102.3%,20
F,10,18-Nov-13,7.4,7.63,128.6,31.0,0.5,2.0,4.7,16.3,0.005,1.73,0.12,0.01,1.10,8.6,2.23,12.0,0.42,,1.99,9.6,11.0,98%,19
R,10,7-Apr-10,8.9,7.54,114.8,30.0,1.6,1.8,3.9,15.4,0.005,2.09,0.11,0.005,1.00,8.3,2.49,11.5,0.49,,1.70,4.8,13.0,103.3%,20
R,10,20-Apr-10,9.4,7.55,119.2,31.5,1.7,1.7,5.2,14.6,0.005,2.04,0.10,0.005,0.96,8.3,2.20,11.1,0.45,,1.59,5.8,11.9,96.9%,22
R,10,4-May-10,8.4,7.78,123.8,31.0,1.3,1.9,4.0,14.9,0.011,2.00,0.11,0.005,1.02,8.3,2.26,11.5,0.44,,1.23,10.6,11.1,101.0%,25
R,10,19-May-10,9.5,7.75,125.1,31.0,0.5,1.6,3.1,14.9,0.005,1.82,0.11,0.005,0.99,8.4,2.54,10.8,0.47,,0.91,11.2,10.8,99.6%,27
R,10,2-Jun-10,10.4,7.82,130.8,31.0,1.1,1.5,3.1,15.3,0.005,2.04,0.10,0.005,1.03,8.4,2.55,10.9,0.48,,0.76,18.2,9.2,97.7%,24
R,10,29-Jun-10,9.0,7.78,130.4,32.0,0.5,2.0,4.4,15.5,0.005,2.01,0.11,0.01,0.89,8.4,2.49,11.8,0.52,,1.34,22.1,7.6,86.3%,22
R,10,27-Jul-10,10.9,7.41,133.2,32.0,0.5,1.4,3.1,16.1,0.005,1.93,0.10,0.005,0.47,8.8,2.52,12.5,0.52,,0.76,23.9,8.4,98.8%,22
R,10,24-Aug-10,10.3,7.79,125.3,32.0,1.3,2.6,3.4,16.4,0.005,1.84,0.13,0.005,0.94,9.1,2.52,11.6,0.51,,1.38,16.7,11.5,118.7%,21
R,10,21-Sep-10,10.9,7.71,126.8,32.0,0.5,1.5,2.3,16.8,0.005,1.91,0.11,0.005,0.91,8.7,2.67,11.7,0.47,,0.64,19.4,9.0,97.7%,20
R,10,5-Oct-10,8.0,7.68,127.1,31.0,0.5,1.4,4.8,16.4,0.005,1.81,0.13,0.005,0.91,8.9,2.61,11.4,0.43,,0.97,17.0,9.2,95.5%,24
R,10,19-Oct-10,9.3,7.73,122.7,31.0,0.5,1.7,3.3,16.6,0.005,1.90,0.13,0.01,0.89,8.9,2.60,11.8,0.43,,1.46,14.0,10.4,101.7%,22
R,10,2-Nov-10,10.0,7.64,127.2,32.0,0.5,1.8,4.5,16.8,0.005,1.96,0.11,0.01,0.99,9.1,2.61,11.7,0.44,,1.49,12.4,11.0,104.1%,24
R,10,16-Nov-10,10.2,7.52,112.6,36.0,0.5,1.7,3.5,16.7,0.005,2.30,0.12,0.01,0.99,9.1,2.62,11.9,0.43,,1.67,9.9,11.0,98.6%,20
R,10,27-Apr-11,11.8,7.61,122.0,30.0,1.7,3.5,5.4,15.3,0.019,2.03,0.12,0.005,1.19,8.7,2.47,12.1,0.48,,1.50,4.2,12.6,98.6%,23
R,10,10-May-11,9.0,7.51,127.2,30.0,1.5,2.7,5.7,15.0,0.011,2.03,0.11,0.005,1.17,8.6,2.45,12.1,0.48,,1.89,6.2,12.2,100.3%,21
R,10,25-May-11,9.8,7.75,125.7,30.0,1.2,2.6,4.3,14.5,0.005,1.93,0.13,0.005,1.20,8.4,2.62,11.8,0.46,,1.60,9.7,11.0,98.2%,20
R,10,7-Jun-11,9.1,7.79,123.0,30.0,1.3,2.5,4.9,14.6,0.005,1.93,0.14,0.010,0.99,8.3,2.55,11.7,0.46,,1.51,15.6,11.0,111.1%,19
R,10,21-Jun-11,9.0,7.89,132.5,31.0,1.0,2.6,4.5,14.8,0.005,1.91,0.13,0.005,0.86,8.5,2.50,12.5,0.45,,1.26,15.8,10.8,109.5%,20
R,10,19-Jul-11,9.6,7.66,125.5,30.0,0.5,1.6,3.9,14.6,0.005,2.00,0.13,0.01,0.71,8.5,2.37,12.0,0.45,,1.87,15.1,11.3,113.0%,20
R,10,18-Aug-11,10.1,7.83,127.2,31.0,1.1,1.7,2.5,15.0,0.005,1.88,0.10,0.01,0.62,8.6,2.36,11.5,0.43,,1.06,24.4,8.7,103.2%,19
R,10,13-Sep-11,9.4,7.65,130.3,30.0,0.5,1.9,4.7,15.3,0.005,1.82,0.11,0.01,0.52,8.5,2.32,12.1,0.43,,1.05,21.0,8.7,97.3%,20
R,10,11-Oct-11,11.0,7.59,121.6,31.5,1.0,1.7,3.5,15.1,0.005,1.83,0.08,0.01,0.71,8.5,2.33,10.9,0.47,,1.35,16.9,9.3,96.4%,19
R,10,25-Oct-11,9.3,7.75,126.9,31.5,0.5,1.7,5.2,14.9,0.005,1.73,0.16,0.01,0.72,8.5,2.35,10.8,0.48,,1.49,15.0,10.0,99.8%,20
R,10,9-Nov-11,9.4,7.66,124.1,31.0,1.2,2.2,4.3,15.1,0.005,1.77,0.11,0.01,0.81,8.5,2.38,11.0,0.48,,1.86,12.3,10.5,99.1%,17
R,10,10-Apr-12,9.4,7.52,123.3,31.0,1.2,2.4,4.6,15.0,0.005,1.83,0.11,0.005,0.99,8.9,2.31,11.2,0.43,,1.47,5,12.4,97%,27
R,10,24-Apr-12,9.1,7.61,122.9,31.0,1.4,2.2,4.8,15.5,0.005,1.84,0.10,0.005,1.03,8.9,2.28,10.7,0.44,,1.92,6.6,11.9,97%,20
R,10,9-May-12,9.5,7.82,122.3,30.5,0.5,2.4,5.6,14.9,0.005,1.82,0.10,0.005,0.96,8.4,2.30,10.9,0.43,,1.39,9,11.7,101%,24
R,10,22-May-12,7.1,7.69,120.9,31.0,1.5,2.9,5.1,15.3,0.005,1.83,0.12,0.005,0.93,9.0,2.28,10.6,0.43,,2.47,11.5,11.2,103%,23
R,10,6-Jun-12,12.5,7.87,125.0,30.0,1.0,1.6,3.6,15.2,0.005,1.80,0.11,0.005,1.00,8.3,2.30,10.5,0.45,,0.87,12.4,11.3,106%,23
R,10,20-Jun-12,10.3,7.84,118.3,30.0,0.5,1.3,3.0,14.7,0.005,1.81,0.10,0.01,0.95,8.4,2.24,10.5,0.43,,1.28,20.8,9.4,105%,20
R,10,17-Jul-12,10.4,7.29,124.0,29.5,0.5,1.0,2.9,14.4,0.005,1.79,0.12,0.01,0.91,8.3,2.27,10.6,0.44,,1.05,25.3,8.3,101%,23
R,10,13-Aug-12,7.3,7.52,122.7,31.0,1.0,2.6,2.9,14.1,0.005,1.83,0.13,0.01,0.95,8.3,2.31,10.4,0.46,,1.05,25.7,8,98%,20
R,10,11-Sep-12,10.0,7.67,120.3,31.0,1.3,1.4,3.0,13.4,0.005,1.85,0.13,0.01,0.98,8.4,2.27,10.3,0.46,,1.23,22.5,8.4,97%,20
R,10,9-Oct-12,10.5,7.75,121.1,32.0,1.3,1.5,3.9,13.1,0.005,1.77,0.12,0.01,0.98,8.4,2.33,11.0,0.45,,1.34,17.5,9.2,96%,23
R,10,23-Oct-12,9.2,7.92,120.8,32.0,1.1,1.4,3.4,12.0,0.005,1.74,0.11,0.01,1.01,8.4,2.32,10.6,0.46,,0.99,15.1,9.7,96%,23
R,10,6-Nov-12,10.9,7.95,118.6,32.0,1.3,1.8,3.3,15.4,0.005,1.92,0.11,0.01,1.11,8.3,2.35,10.1,0.45,,1.06,12.9,9.8,93%,21
R,10,24-Apr-13,9.0,7.78,125.9,32.0,0.5,1.6,4.4,13.9,0.005,1.74,0.09,0.005,1.12,8.2,2.52,11.3,0.48,,1.98,5.5,13.2,106.7%,22
R,10,8-May-13,9.2,7.79,128.5,33.0,1.5,1.5,4.2,13.7,0.005,1.72,0.14,0.005,1.09,8.3,2.55,9.7,0.49,,1.49,9.1,12.9,113.6%,22
R,10,22-May-13,6.8,7.71,122.5,32.0,1.3,1.6,3.7,13.6,0.005,1.71,0.13,0.005,1.05,8.2,2.48,10.8,0.43,,1.18,13.5,10.4,100.2%,22
R,10,3-Jun-13,9.5,7.73,126.3,32.0,1.1,2.1,3.9,13.7,0.005,1.62,0.13,0.005,1.01,8.3,2.53,10.7,0.45,,0.93,14.5,10.8,106.7%,22
R,10,19-Jun-13,10.2,7.76,115.0,32.0,0.5,1.5,3.7,14.0,0.005,1.70,0.14,0.01,0.95,8.6,2.44,10.5,0.45,,0.76,11.1,11.3,104.0%,24
R,10,17-Jul-13,8.2,7.79,127.3,31.5,0.5,1.5,3.4,13.8,0.005,1.67,0.14,0.01,1.16,8.5,2.40,10.6,0.42,,0.71,21.7,9.4,106.4%,21
R,10,14-Aug-13,9.8,7.72,125.8,32.0,0.5,1.4,3.6,14.8,0.005,1.72,0.14,0.01,1.14,8.6,2.40,10.9,0.43,,0.90,22.8,8.4,96.9%,23
R,10,11-Sep-13,10.2,7.84,126.1,32.0,0.5,1.4,3.5,14.2,0.005,1.73,0.13,0.01,0.90,8.7,2.40,12.0,0.42,,0.87,21.4,8.7,97.9%,21
R,10,10-Oct-13,10.6,7.77,128.2,33.5,0.5,1.6,2.8,15.4,0.005,1.71,0.11,0.01,0.88,8.6,2.32,12.7,0.42,,1.15,17.6,9.3,97.6%,21
R,10,24-Oct-13,10.2,7.69,126.5,32.0,0.5,1.7,3.4,13.9,0.005,1.71,0.14,0.01,0.95,8.3,2.31,12.4,0.41,,1.20,15.3,9.8,98.4%,25
R,10,6-Nov-13,8.0,7.66,127.8,33.0,0.5,1.7,3.7,14.4,0.005,1.74,0.12,0.01,0.93,8.5,2.30,12.3,0.42,,1.19,12.1,11.0,103.4%,20
R,10,18-Nov-13,9.3,7.61,121.9,33.0,0.5,1.3,2.7,15.7,0.005,1.72,0.12,0.01,0.98,8.4,2.26,12.7,0.42,,1.18,10.2,10.8,97.4%,20
S,10,17-Mar-10,8.2,7.48,118.4,29.5,1.9,1.8,4.0,16.5,0.005,2.28,0.13,0.005,1.05,8.5,2.49,10.4,0.52,,2.59,2.9,14.6,110.5%,19
S,10,7-Apr-10,9.7,7.57,116.3,30.0,1.6,2.0,3.9,15.1,0.005,2.05,0.11,0.005,1.04,8.3,2.46,11.3,0.51,,1.68,5.4,12.9,104.0%,20
S,10,20-Apr-10,9.1,7.50,120.1,30.5,1.7,1.5,3.3,14.6,0.005,2.02,0.10,0.005,0.93,8.2,2.40,11.0,0.45,,1.81,5.5,12.1,97.8%,22
S,10,4-May-10,9.0,7.80,121.2,31.0,1.5,1.7,3.9,14.9,0.012,1.99,0.11,0.005,1.02,8.4,2.22,11.5,0.45,,0.98,9.5,11.2,99.5%,23
S,10,19-May-10,9.6,7.74,121.7,31.0,0.5,1.6,3.1,15.0,0.005,2.02,0.11,0.005,1.03,8.4,2.52,11.1,0.47,,0.88,10.9,10.7,98.0%,
S,10,2-Jun-10,9.0,7.80,131.6,31.0,1.1,1.5,3.6,15.4,0.005,2.03,0.10,0.005,1.03,8.4,2.53,10.9,0.48,,0.75,14.9,10.0,99.6%,23
S,10,29-Jun-10,10.0,7.81,132.0,31.0,0.5,2.4,4.1,15.8,0.005,2.01,0.13,0.01,0.82,8.6,2.46,11.3,0.53,,1.34,21.8,7.9,89.9%,22
S,10,27-Jul-10,9.4,7.42,132.0,31.0,0.5,1.4,4.5,16.1,0.005,1.92,0.11,0.005,0.74,9.1,2.51,12.1,0.51,,0.67,24.4,8.4,99.6%,25
S,10,24-Aug-10,9.5,7.78,128.8,32.0,1.0,1.7,2.4,16.5,0.005,1.86,0.12,0.005,0.94,8.9,2.52,12.7,0.52,,0.99,22.3,8.7,99.5%,21
S,10,21-Sep-10,10.4,7.73,129.7,32.0,0.5,1.5,2.2,16.7,0.005,1.98,0.11,0.005,0.91,8.7,2.63,11.7,0.48,,0.74,19.2,9.0,97.4%,22
S,10,5-Oct-10,9.5,7.68,128.4,30.0,0.5,1.4,3.1,16.4,0.005,1.82,0.15,0.005,0.91,9.1,2.60,11.5,0.43,,1.00,17.4,9.3,97.3%,22
S,10,19-Oct-10,9.6,7.74,125.0,32.0,0.5,1.9,3.3,16.5,0.005,1.90,0.16,0.01,0.96,8.9,2.62,11.5,0.43,,1.30,14.3,10.3,101.4%,24
S,10,2-Nov-10,10.6,7.72,126.5,31.0,0.5,1.8,3.7,17.2,0.005,1.99,0.10,0.01,0.99,9.2,2.61,11.0,0.44,,1.60,12.2,10.9,102.7%,20
S,10,16-Nov-10,9.5,7.48,112.7,31.0,0.5,1.7,3.0,16.9,0.005,2.31,0.09,0.01,1.09,9.1,2.61,12.7,0.43,,1.84,10.1,11.0,99.0%,24
S,10,23-Feb-11,7.0,7.45,119.9,30.0,1.9,2.9,6.7,15.2,0.005,1.96,0.12,0.005,1.06,8.7,2.47,12.0,0.44,,1.33,1.8,12.6,92.6%,9
S,10,27-Apr-11,9.1,7.57,118.6,29.0,1.9,3.1,5.4,14.9,0.013,1.96,0.11,0.005,1.21,8.4,2.37,11.0,0.49,,2.22,4.4,13.0,102.2%,20
S,10,10-May-11,9.9,7.56,124.2,29.5,1.5,2.7,4.6,15.0,0.012,2.02,0.11,0.005,1.17,8.5,2.41,11.9,0.47,,1.60,5.8,12.1,98.5%,20
S,10,25-May-11,9.2,7.64,121.9,29.0,1.2,2.4,5.2,14.6,0.005,1.93,0.15,0.005,1.19,8.4,2.54,11.6,0.47,,2.11,9.7,11.0,98.2%,20
S,10,7-Jun-11,9.1,7.88,121.4,30.0,1.3,2.3,3.6,14.8,0.005,1.93,0.13,0.005,1.20,8.4,2.52,11.6,0.47,,1.43,14.0,10.8,105.6%,19
S,10,21-Jun-11,9.2,7.89,131.7,30.5,0.5,1.9,4.2,14.8,0.005,1.90,0.13,0.005,0.86,8.5,2.47,12.0,0.44,,1.22,13.6,11.1,107.7%,21
S,10,19-Jul-11,9.5,7.64,125.9,29.0,0.5,2.8,3.9,15.0,0.005,1.99,0.15,0.01,0.63,8.6,2.37,12.5,0.45,,1.38,22.3,9.3,106.4%,20
S,10,18-Aug-11,11.9,7.87,129.0,32.0,0.8,1.7,4.5,15.0,0.005,1.85,0.12,0.02,0.55,8.6,2.36,11.5,0.44,,1.01,24.0,8.4,98.9%,20
S,10,13-Sep-11,9.9,7.77,131.0,30.0,0.5,1.7,4.7,15.4,0.005,1.83,0.11,0.01,0.63,8.4,2.30,11.8,0.42,,1.27,20.8,8.7,96.9%,20
S,10,11-Oct-11,9.6,7.54,122.9,32.0,1.2,1.9,4.0,14.9,0.005,1.78,0.09,0.01,0.76,8.5,2.31,10.7,0.47,,1.65,17.0,9.3,96.5%,16
S,10,25-Oct-11,9.4,7.66,127.0,30.0,0.5,1.9,5.2,14.9,0.005,1.73,0.13,0.01,0.78,8.5,2.36,10.9,0.47,,1.79,14.9,9.9,98.6%,18
S,10,9-Nov-11,8.6,7.70,124.4,31.0,1.2,2.0,4.3,15.1,0.005,1.77,0.12,0.02,0.83,8.5,2.38,11.0,0.48,,2.39,12.2,10.5,98.9%,16
S,10,20-Mar-12,10.2,7.65,119.3,32.0,1.3,2.3,5.1,15.1,0.005,1.81,0.12,0.005,0.99,8.7,2.40,10.5,0.45,,1.48,3.6,12.8,97%,22
S,10,10-Apr-12,9.1,7.49,121.6,30.5,1.3,1.8,4.4,15.0,0.005,1.84,0.12,0.005,0.96,8.9,2.30,11.1,0.44,,1.75,5.6,12.4,99%,26
